fileName,iterations,fixed,repeated_fixes,repeated_init_spec,fst_iter_repeated_init_spec,wrong_format_msg,analyzer_agent_tokens,analyzer_agent_cost,prompt_agent_tokens,prompt_agent_cost,running_time,Error_msg
classroom_inv1_6,6,reached_max_iter,0,0,False,6,24557,0.0285,0,0.0,60.62
classroom_inv3_4,5,YES,0,1,False,0,15265,0.0221,5869,0.0021,101.39
classroom_inv4_17,6,reached_max_iter,0,0,False,1,18699,0.0264,7415,0.0021,137.57
classroom_inv3_22,6,reached_max_iter,0,1,True,1,15657,0.0211,4258,0.0019,81.0
classroom_inv3_23,6,reached_max_iter,0,0,False,2,14174,0.0182,5727,0.0024,66.62
classroom_inv4_16,6,reached_max_iter,0,0,False,6,29852,0.0353,0,0.0,84.43
classroom_inv3_5,6,reached_max_iter,0,0,False,1,13459,0.0167,4569,0.0016,56.4
classroom_inv1_7,6,reached_max_iter,0,1,False,0,15663,0.0213,5368,0.0007,81.27
classroom_inv1_5,6,reached_max_iter,0,0,False,6,29831,0.0353,0,0.0,69.01
classroom_inv3_7,6,reached_max_iter,0,0,False,6,36234,0.0436,0,0.0,94.73
classroom_inv4_14,6,YES,0,0,False,1,17104,0.0232,4952,0.0002,76.97
classroom_inv3_21,6,reached_max_iter,0,0,False,6,29878,0.0354,0,0.0,74.65
classroom_inv4_28,6,reached_max_iter,0,0,False,6,29864,0.0354,0,0.0,81.33
classroom_inv3_20,2,YES,0,0,False,0,6240,0.0092,1960,0.002,45.09
classroom_inv4_29,6,reached_max_iter,0,0,False,6,29804,0.0353,0,0.0,84.11
classroom_inv4_15,6,reached_max_iter,0,0,False,0,18132,0.0262,9583,0.0014,180.38
classroom_inv3_6,6,reached_max_iter,0,1,False,1,16943,0.0238,6243,0.0021,104.1
classroom_inv1_4,6,reached_max_iter,0,0,False,1,16033,0.022,9112,0.0024,91.63
classroom_inv3_2,6,reached_max_iter,0,0,False,0,18139,0.0261,8400,0.0019,117.56
classroom_inv3_24,6,reached_max_iter,0,0,False,0,18863,0.0277,9648,0.002,129.64
classroom_inv4_11,6,reached_max_iter,0,0,False,1,18746,0.0265,7399,0.002,123.4
classroom_inv3_18,6,reached_max_iter,0,0,False,0,17818,0.0255,9001,0.0013,117.29
classroom_inv4_10,6,reached_max_iter,0,0,False,0,18136,0.0261,9341,0.002,111.35
classroom_inv3_19,6,reached_max_iter,0,0,False,1,20483,0.0293,8193,0.0021,130.83
classroom_inv3_3,6,reached_max_iter,0,0,False,0,18883,0.0277,9765,0.002,135.88
classroom_inv1_1,6,reached_max_iter,0,0,False,2,15772,0.0204,3497,0.0007,76.78
classroom_inv1_3,6,reached_max_iter,0,1,False,1,17480,0.0241,3900,0.0015,97.16
classroom_inv3_1,6,reached_max_iter,0,1,False,1,16744,0.0225,4466,0.0008,89.9
classroom_inv4_12,6,reached_max_iter,0,0,False,1,17572,0.025,9241,0.0015,117.95
classroom_inv4_13,6,reached_max_iter,0,0,False,2,15992,0.0209,3710,0.0003,77.24
classroom_inv1_2,6,reached_max_iter,0,0,False,6,25260,0.0295,0,0.0,59.82
classroom_inv2_7,6,reached_max_iter,0,0,False,1,18671,0.0263,7828,0.0021,92.19
classroom_inv4_1,6,reached_max_iter,0,0,False,6,29848,0.0353,0,0.0,68.92
classroom_inv2_6,6,reached_max_iter,0,0,False,2,16160,0.0221,5834,0.002,71.04
classroom_inv2_4,6,reached_max_iter,0,0,False,4,21840,0.0291,4127,0.0022,106.73
classroom_inv4_2,3,YES,0,0,False,1,9220,0.0125,1565,0.0016,51.3
classroom_inv4_3,6,reached_max_iter,0,0,False,6,25055,0.0292,0,0.0,62.91
classroom_inv2_5,6,reached_max_iter,0,0,False,1,17635,0.0243,6406,0.002,98.16
classroom_inv2_1,6,reached_max_iter,0,0,False,0,18975,0.0277,9732,0.0021,131.68
classroom_inv4_7,6,reached_max_iter,0,1,False,0,16788,0.0234,6174,0.002,105.05
classroom_inv4_6,6,reached_max_iter,0,0,False,6,30186,0.0358,0,0.0,85.39
classroom_inv2_2,6,reached_max_iter,0,0,False,2,17082,0.0231,5472,0.0024,99.28
classroom_inv4_4,6,reached_max_iter,0,0,False,0,17807,0.0255,8704,0.002,125.2
classroom_inv4_5,6,reached_max_iter,0,0,False,0,16463,0.0228,7729,0.0007,98.46
classroom_inv2_3,6,reached_max_iter,0,0,False,0,18195,0.0263,9378,0.002,116.87
classroom_inv4_8,6,reached_max_iter,0,0,False,6,25023,0.0292,0,0.0,62.64
classroom_inv4_9,6,reached_max_iter,0,0,False,1,18784,0.0265,7599,0.002,257.73
classroom_inv4_22,6,reached_max_iter,0,0,False,0,18407,0.0267,9705,0.002,139.25
classroom_inv3_17,6,reached_max_iter,0,0,False,0,17538,0.025,7890,0.0021,115.6
classroom_inv3_16,6,reached_max_iter,0,0,False,6,29872,0.0354,0,0.0,88.94
classroom_inv4_23,6,reached_max_iter,0,0,False,0,17759,0.0255,8350,0.002,119.14
classroom_inv4_21,6,reached_max_iter,0,1,False,1,18178,0.0254,5470,0.002,109.73
classroom_inv3_14,6,reached_max_iter,0,0,False,0,14761,0.0194,6582,0.0002,73.47
classroom_inv3_15,6,reached_max_iter,0,0,False,6,17601,0.0196,0,0.0,32.96
classroom_inv4_20,6,reached_max_iter,0,0,False,0,16879,0.0237,7656,0.0014,106.25
classroom_inv3_11,6,reached_max_iter,0,0,False,1,17236,0.0235,6807,0.0007,115.98
classroom_inv4_18,6,reached_max_iter,0,0,False,0,18877,0.0277,9811,0.0021,142.24
classroom_inv4_30,6,reached_max_iter,0,0,False,6,29872,0.0354,0,0.0,78.67
classroom_inv4_24,6,reached_max_iter,0,0,False,0,17731,0.0254,8374,0.002,112.97
classroom_inv4_25,6,reached_max_iter,0,0,False,0,18806,0.0275,8683,0.0021,123.66
classroom_inv4_31,3,YES,0,0,False,1,9207,0.0125,1513,0.0015,42.59
classroom_inv3_10,6,reached_max_iter,0,0,False,1,18395,0.0251,5410,0.0009,100.06
classroom_inv4_19,6,reached_max_iter,0,0,False,6,17568,0.0196,0,0.0,28.18
classroom_inv3_8,6,reached_max_iter,0,0,False,0,18001,0.0259,8151,0.0022,112.69
classroom_inv3_12,6,YES,0,0,False,0,17050,0.024,7678,0.002,106.64
classroom_inv4_27,6,reached_max_iter,0,0,False,6,29810,0.0353,0,0.0,77.45
classroom_inv4_32,6,reached_max_iter,0,0,False,6,29852,0.0353,0,0.0,80.44
classroom_inv4_26,6,reached_max_iter,0,0,False,0,18768,0.0274,8638,0.002,125.31
classroom_inv3_13,6,reached_max_iter,0,0,False,5,30483,0.038,1989,0.0021,117.88
classroom_inv3_9,6,reached_max_iter,0,0,False,6,29914,0.0354,0,0.0,80.48
