fileName,iterations,fixed,repeated_fixes,repeated_init_spec,fst_iter_repeated_init_spec,wrong_format_msg,analyzer_agent_tokens,analyzer_agent_cost,prompt_agent_tokens,prompt_agent_cost,running_time,Error_msg
graphs_oriented_4,6,reached_max_iter,0,0,False,2,9776,0.0115,0,0.0,19.64
graphs_undirected_6,6,reached_max_iter,0,0,False,2,15136,0.0202,0,0.0,56.8
graphs_complete_21,6,YES,0,0,False,2,9983,0.0112,0,0.0,18.21
graphs_weaklyConnected_85,6,reached_max_iter,0,0,False,2,10521,0.0125,0,0.0,24.18
graphs_weaklyConnected_91,6,reached_max_iter,0,0,False,2,10186,0.0116,0,0.0,17.65
graphs_weaklyConnected_122,6,reached_max_iter,0,0,False,1,10840,0.0129,0,0.0,23.59
graphs_weaklyConnected_46,6,reached_max_iter,0,0,False,3,9630,0.0109,0,0.0,14.42
graphs_weaklyConnected_136,3,YES,0,0,False,1,4579,0.0053,0,0.0,8.65
graphs_weaklyConnected_52,6,reached_max_iter,0,0,False,3,12904,0.0163,0,0.0,38.27
graphs_oriented_18,6,reached_max_iter,0,0,False,3,9916,0.0114,0,0.0,17.92
graphs_noloops_7,5,YES,0,0,False,2,7958,0.0092,0,0.0,15.98
graphs_noloops_6,5,YES,0,0,False,1,7766,0.0087,0,0.0,12.55
graphs_weaklyConnected_53,6,reached_max_iter,0,0,False,1,11331,0.0149,0,0.0,36.23
graphs_weaklyConnected_137,6,reached_max_iter,0,0,False,2,9868,0.0113,0,0.0,18.15
graphs_weaklyConnected_47,6,reached_max_iter,0,0,False,3,9859,0.011,0,0.0,14.09
graphs_weaklyConnected_123,1,YES,0,0,False,0,1553,0.0018,0,0.0,3.39
graphs_weaklyConnected_90,6,reached_max_iter,0,0,False,2,9607,0.0114,0,0.0,22.74
graphs_weaklyConnected_84,6,reached_max_iter,0,0,False,3,10251,0.0121,0,0.0,20.4
graphs_complete_20,6,reached_max_iter,0,0,False,2,10158,0.0117,0,0.0,17.69
graphs_undirected_7,6,reached_max_iter,0,0,False,2,10479,0.0121,0,0.0,21.22
graphs_complete_34,3,YES,0,0,False,1,4299,0.0047,0,0.0,5.89
graphs_oriented_5,6,reached_max_iter,0,0,False,0,10822,0.0134,0,0.0,31.45
graphs_oriented_7,6,reached_max_iter,0,0,False,2,8753,0.0094,0,0.0,9.83
graphs_undirected_18,6,reached_max_iter,0,0,False,3,10537,0.0122,0,0.0,19.87
graphs_undirected_5,6,reached_max_iter,0,0,False,1,11566,0.014,0,0.0,30.06
graphs_complete_22,6,reached_max_iter,0,0,False,3,9942,0.0116,0,0.0,18.75
graphs_weaklyConnected_92,6,reached_max_iter,0,0,False,2,9825,0.0109,0,0.0,13.76
graphs_weaklyConnected_86,6,reached_max_iter,0,0,False,3,10409,0.0121,0,0.0,20.46
