fileName,iterations,fixed,repeated_fixes,repeated_init_spec,fst_iter_repeated_init_spec,wrong_format_msg,analyzer_agent_tokens,analyzer_agent_cost,prompt_agent_tokens,prompt_agent_cost,running_time,Error_msg
classroom_inv14_146,6,reached_max_iter,0,0,False,4,21253,0.0268,0,0.0,82.14
classroom_inv14_152,6,reached_max_iter,0,0,False,0,14935,0.0202,0,0.0,77.17
classroom_inv14_60,6,reached_max_iter,0,0,False,5,21657,0.0259,0,0.0,64.15
classroom_inv14_74,6,reached_max_iter,0,0,False,0,17368,0.025,0,0.0,178.43
classroom_inv14_48,6,reached_max_iter,0,0,False,6,30096,0.0357,0,0.0,90.53
classroom_inv14_49,6,reached_max_iter,0,0,False,6,29922,0.0355,0,0.0,89.24
classroom_inv14_75,6,reached_max_iter,0,0,False,6,17040,0.0189,0,0.0,30.17
classroom_inv14_61,6,reached_max_iter,0,0,False,2,16141,0.0215,0,0.0,78.36
classroom_inv14_153,6,reached_max_iter,0,0,False,0,17780,0.0258,0,0.0,114.65
classroom_inv14_147,6,reached_max_iter,0,0,False,2,18432,0.0259,0,0.0,110.01
classroom_inv14_151,6,reached_max_iter,0,0,False,4,15675,0.019,0,0.0,48.65
classroom_inv14_145,6,reached_max_iter,0,0,False,3,17659,0.0226,0,0.0,72.03
classroom_inv14_88,6,reached_max_iter,0,0,False,1,19507,0.028,0,0.0,124.17
classroom_inv14_77,6,reached_max_iter,0,0,False,1,16073,0.0224,0,0.0,100.48
classroom_inv14_63,6,reached_max_iter,0,0,False,3,17278,0.0225,0,0.0,74.37
classroom_inv14_62,6,reached_max_iter,0,0,False,6,30079,0.0357,0,0.0,87.21
classroom_inv14_76,6,reached_max_iter,0,0,False,0,16227,0.0228,0,0.0,90.68
classroom_inv14_89,6,reached_max_iter,0,0,False,0,16265,0.0228,0,0.0,93.91
classroom_inv14_144,6,reached_max_iter,0,0,False,4,20545,0.0273,0,0.0,97.18
classroom_inv14_150,6,reached_max_iter,0,0,False,0,16175,0.0226,0,0.0,90.2
classroom_inv14_168,6,reached_max_iter,0,0,False,6,29471,0.0348,0,0.0,86.24
classroom_inv14_154,6,reached_max_iter,0,0,False,4,20391,0.0262,0,0.0,92.18
classroom_inv14_140,6,reached_max_iter,0,0,False,5,21841,0.0259,0,0.0,64.87
classroom_inv14_99,6,reached_max_iter,0,0,False,3,20499,0.0274,0,0.0,99.67
classroom_inv14_72,6,reached_max_iter,0,0,False,1,18245,0.0255,0,0.0,99.27
classroom_inv14_66,6,reached_max_iter,0,0,False,5,16057,0.0183,0,0.0,33.02
classroom_inv14_67,6,reached_max_iter,0,0,False,6,29510,0.0349,0,0.0,82.96
classroom_inv14_73,6,reached_max_iter,0,0,False,0,16661,0.0236,0,0.0,98.6
classroom_inv14_98,6,reached_max_iter,0,0,False,5,21567,0.026,0,0.0,63.85
classroom_inv14_141,6,reached_max_iter,0,0,False,1,18498,0.026,0,0.0,87.53
classroom_inv14_155,6,reached_max_iter,0,0,False,1,17233,0.0246,0,0.0,100.08
classroom_inv14_169,6,reached_max_iter,0,0,False,6,22758,0.0291,0,0.0,82.52
