jsonFileName,Errors,Counterexamples,NoInstances
dll4_4_False_alloyAnalyzerReport.json,0,1,0
student7_1_4_False_alloyAnalyzerReport.json,0,1,0
arr1_5_False_alloyAnalyzerReport.json,1,0,0
grade1_5_False_alloyAnalyzerReport.json,0,1,0
student7_1_2_False_alloyAnalyzerReport.json,0,1,0
dll4_2_False_alloyAnalyzerReport.json,0,1,0
grade1_3_False_alloyAnalyzerReport.json,0,1,0
arr1_3_False_alloyAnalyzerReport.json,1,0,1
student18_1_1_False_alloyAnalyzerReport.json,0,1,0
balancedBST1_5_False_alloyAnalyzerReport.json,0,1,0
student19_1_0_False_alloyAnalyzerReport.json,0,1,0
balancedBST1_3_False_alloyAnalyzerReport.json,0,1,0
student16_1_False_alloyAnalyzerReport.json,1,0,0
arr2_2_False_alloyAnalyzerReport.json,1,0,0
student14_1_0_False_alloyAnalyzerReport.json,0,1,0
cd1_1_0_False_alloyAnalyzerReport.json,0,1,0
student13_3_False_alloyAnalyzerReport.json,0,1,0
student3_1_0_False_alloyAnalyzerReport.json,0,1,0
fsm1_1_1_False_alloyAnalyzerReport.json,0,1,0
arr2_4_False_alloyAnalyzerReport.json,1,0,0
student8_1_False_alloyAnalyzerReport.json,1,0,0
student13_5_False_alloyAnalyzerReport.json,0,1,0
student11_0_False_alloyAnalyzerReport.json,1,0,0
student2_1_1_False_alloyAnalyzerReport.json,0,1,0
student15_0_False_alloyAnalyzerReport.json,0,1,0
student17_1_5_False_alloyAnalyzerReport.json,0,1,0
student17_1_3_False_alloyAnalyzerReport.json,0,1,0
dll4_3_False_alloyAnalyzerReport.json,0,1,0
student7_1_3_False_alloyAnalyzerReport.json,0,1,0
arr1_2_False_alloyAnalyzerReport.json,1,1,0
grade1_2_False_alloyAnalyzerReport.json,0,1,0
student7_1_5_False_alloyAnalyzerReport.json,0,1,0
grade1_4_False_alloyAnalyzerReport.json,0,1,0
arr1_4_False_alloyAnalyzerReport.json,1,0,1
balancedBST1_2_False_alloyAnalyzerReport.json,0,1,0
student16_0_False_alloyAnalyzerReport.json,1,0,0
student18_1_0_False_alloyAnalyzerReport.json,0,1,0
student8_0_False_alloyAnalyzerReport.json,0,1,0
